Organic Traffic;Domain;Adwords Traffic;Adwords Keywords;Rank;Organic Keywords;Organic Cost;Adwords Keywords;Adwords Traffic;Adwords Cost;Date
8655;china.cn;498;3;203958;72886;914;3;498;131;20210615
6062;china.cn;83;5;267723;56318;689;5;83;94;20210515
5523;china.cn;221;2;282718;49527;530;2;221;216;20210415
5459;china.cn;310;1;279572;46012;418;1;310;37;20210315
5727;china.cn;0;0;270127;54812;482;0;0;0;20210215
6069;china.cn;1456;9;256187;65363;617;9;1456;805;20210115
6475;china.cn;725;14;240161;69765;688;14;725;464;20201215
9626;china.cn;1194;8;172789;88820;945;8;1194;1515;20201115
10239;china.cn;7;2;163339;97652;1248;2;7;30;20201015
11551;china.cn;69;14;146645;108174;1521;14;69;52;20200915
12324;china.cn;44;10;139245;101236;1654;10;44;6;20200815
12426;china.cn;27;11;134486;99545;1548;11;27;31;20200715
11605;china.cn;17;7;142127;81084;1761;7;17;6;20200615
12085;china.cn;9;4;136699;93792;2040;4;9;1;20200515
14075;china.cn;0;0;121708;125039;2610;0;0;0;20200415
14056;china.cn;0;0;121349;123280;2768;0;0;0;20200315
13980;china.cn;0;0;121128;112533;3392;0;0;0;20200215
13673;china.cn;1;2;121153;94708;2625;2;1;7;20200115
13575;china.cn;1665;6;121799;97997;2356;6;1665;5288;20191215
14774;china.cn;850;1;110964;126945;3604;1;850;1922;20191115
18008;china.cn;575;2;92517;149778;4487;2;575;968;20191015
19444;china.cn;0;0;85922;169650;4893;0;0;0;20190915
19436;china.cn;311;3;85536;165885;4634;3;311;626;20190815
17544;china.cn;162;7;93434;168030;4291;7;162;368;20190715
17029;china.cn;189;6;95505;154184;4570;6;189;73;20190615
8849;china.cn;169;14;142975;119762;4437;14;169;246;20190515
8497;china.cn;229;41;147316;128251;4160;41;229;432;20190415
8626;china.cn;27;2;146701;156440;3962;2;27;184;20190315
7675;china.cn;0;2;159138;134629;3936;2;0;0;20190215
6921;china.cn;12;2;172528;127401;3538;2;12;11;20190115
6647;china.cn;0;1;178195;122845;3299;1;0;0;20181215
6623;china.cn;1;1;178688;120301;3173;1;1;0;20181115
4965;china.cn;0;0;224328;101941;2102;0;0;0;20181015
4908;china.cn;0;0;224172;84284;1458;0;0;0;20180915
3792;china.cn;0;0;278370;87650;1414;0;0;0;20180815
3030;china.cn;0;0;331967;71323;874;0;0;0;20180715
2622;china.cn;0;0;368196;66508;755;0;0;0;20180615
2309;china.cn;0;0;403335;52578;698;0;0;0;20180515
1877;china.cn;0;0;466295;35928;485;0;0;0;20180415
1728;china.cn;0;0;498544;32864;439;0;0;0;20180315
1183;china.cn;0;0;661069;25161;271;0;0;0;20180215
1406;china.cn;0;0;555011;19425;171;0;0;0;20180115
1116;china.cn;0;0;600236;15256;165;0;0;0;20171215
1355;china.cn;0;0;522200;19299;211;0;0;0;20171115
1381;china.cn;0;0;515248;20079;275;0;0;0;20171015
1593;china.cn;0;0;468257;18399;139;0;0;0;20170915
1702;china.cn;0;0;454161;16594;187;0;0;0;20170815
1715;china.cn;0;0;424812;14697;189;0;0;0;20170715
1846;china.cn;0;0;438162;16038;399;0;0;0;20170615
2038;china.cn;0;0;443686;16307;258;0;0;0;20170515
2003;china.cn;0;0;486791;17310;250;0;0;0;20170415
1709;china.cn;0;0;474909;21925;233;0;0;0;20170315
2414;china.cn;0;0;373209;31205;291;0;0;0;20170215
2409;china.cn;0;0;374962;30513;248;0;0;0;20170115
1923;china.cn;0;0;437222;21118;322;0;0;0;20161215
428;china.cn;0;0;954774;14426;159;0;0;0;20161115
376;china.cn;0;0;997611;15466;125;0;0;0;20161015
335;china.cn;0;0;1066370;15936;121;0;0;0;20160915
356;china.cn;0;0;1038655;15956;111;0;0;0;20160815
330;china.cn;0;0;1083581;14032;108;0;0;0;20160715
367;china.cn;0;0;1024754;14702;114;0;0;0;20160615
374;china.cn;0;0;1011811;14916;111;0;0;0;20160515
349;china.cn;0;0;1024577;14622;121;0;0;0;20160415
366;china.cn;0;0;984354;14742;118;0;0;0;20160315
370;china.cn;0;0;973332;14298;133;0;0;0;20160215
349;china.cn;0;0;1004868;13428;130;0;0;0;20160115
314;china.cn;0;1;1080337;19705;154;1;0;0;20151215
339;china.cn;0;1;1063285;21360;253;1;0;0;20151115
388;china.cn;0;1;943656;22678;264;1;0;0;20151015
333;china.cn;0;0;979018;139;183;0;0;0;20150915
381;china.cn;0;0;910149;190;273;0;0;0;20150815
381;china.cn;0;0;907496;213;220;0;0;0;20150715
436;china.cn;0;0;822883;248;445;0;0;0;20150615
443;china.cn;0;0;769406;220;527;0;0;0;20150515
335;china.cn;0;0;903488;136;501;0;0;0;20150415
301;china.cn;0;0;944178;137;290;0;0;0;20150315
316;china.cn;0;0;924429;144;273;0;0;0;20150215
299;china.cn;0;0;955653;161;356;0;0;0;20150115
287;china.cn;0;0;981172;147;316;0;0;0;20141215
286;china.cn;4;3;1039154;152;326;3;4;2;20141115
363;china.cn;0;0;920088;255;202;0;0;0;20141015
624;china.cn;0;0;651616;372;495;0;0;0;20140915
817;china.cn;0;0;544711;346;570;0;0;0;20140815
529;china.cn;1;7;568496;507;476;7;1;0;20140715
396;china.cn;0;0;678074;543;321;0;0;0;20140615
1595;china.cn;0;0;268495;946;478;0;0;0;20140515
739;china.cn;0;0;455232;963;468;0;0;0;20140415
687;china.cn;0;0;479350;824;564;0;0;0;20140315
481;china.cn;0;0;582232;927;522;0;0;0;20140215
591;china.cn;0;0;518430;1017;613;0;0;0;20140115
504;china.cn;0;0;561958;1047;413;0;0;0;20131215
414;china.cn;0;0;581803;1033;357;0;0;0;20131115
260;china.cn;0;0;606175;803;344;0;0;0;20131015
233;china.cn;0;0;652838;814;313;0;0;0;20130915
326;china.cn;0;0;541938;1186;342;0;0;0;20130815
1395;china.cn;0;0;202071;1470;569;0;0;0;20130715
555;china.cn;0;0;369098;1278;413;0;0;0;20130615
390;china.cn;0;0;488136;920;354;0;0;0;20130515
417;china.cn;0;0;492869;962;431;0;0;0;20130415
396;china.cn;0;0;520368;1304;420;0;0;0;20130315
342;china.cn;0;0;602179;1486;365;0;0;0;20130215
526;china.cn;0;0;463363;2106;372;0;0;0;20130115
1190;china.cn;0;0;267031;1739;437;0;0;0;20121215
608;china.cn;0;0;432520;1263;257;0;0;0;20121115
245;china.cn;0;0;756002;818;137;0;0;0;20121015
321;china.cn;0;0;683228;1107;213;0;0;0;20120915
399;china.cn;0;0;596683;1664;253;0;0;0;20120815
2016;china.cn;0;0;198671;3577;918;0;0;0;20120715
9961;china.cn;0;0;55400;4986;1792;0;0;0;20120615
4014;china.cn;0;0;124517;7091;2467;0;0;0;20120515
8435;china.cn;0;0;68001;5236;2622;0;0;0;20120415
9461;china.cn;0;0;65100;6970;3186;0;0;0;20120315
6643;china.cn;0;0;90221;5807;4798;0;0;0;20120215
2336;china.cn;0;2;210615;3391;1822;2;0;0;20120115
