Organic Traffic;Domain;Adwords Traffic;Adwords Keywords;Rank;Organic Keywords;Organic Cost;Adwords Keywords;Adwords Traffic;Adwords Cost;Date
597878548;facebook.com;9672766;15479;6;94466639;728488682;15479;9672766;14956569;20210615
588865288;facebook.com;1809684;15486;6;94900333;708973292;15486;1809684;3969559;20210515
604112695;facebook.com;1253407;12704;6;96576749;738694786;12704;1253407;2558777;20210415
578953993;facebook.com;302385;16479;5;98677325;724239724;16479;302385;1272128;20210315
601067126;facebook.com;518099;23148;5;102095362;745733349;23148;518099;1725228;20210215
604236516;facebook.com;362971;11816;5;103648721;769252391;11816;362971;2389552;20210115
602486439;facebook.com;1662035;33379;5;102127787;656861798;33379;1662035;3189448;20201215
586801838;facebook.com;635306;25903;5;99603224;583293322;25903;635306;1408250;20201115
589686460;facebook.com;2071875;33944;5;100112226;501699565;33944;2071875;2794372;20201015
585256965;facebook.com;1318080;32093;5;99352483;471347104;32093;1318080;3303406;20200915
578253876;facebook.com;1531527;48609;5;99032253;602702610;48609;1531527;5984150;20200815
558971610;facebook.com;1252712;13775;5;98194195;577681848;13775;1252712;5430189;20200715
553190185;facebook.com;423540;14964;5;96876225;582685956;14964;423540;3617952;20200615
549550465;facebook.com;844184;9852;5;97502681;594599567;9852;844184;2406385;20200515
560863265;facebook.com;1388987;20664;5;98202926;600190389;20664;1388987;4991931;20200415
559873683;facebook.com;1384161;27307;4;97175835;607773338;27307;1384161;3917311;20200315
568113989;facebook.com;560886;8677;5;94443396;636228796;8677;560886;2162801;20200215
555760758;facebook.com;347034;7076;5;91199784;573638166;7076;347034;1075322;20200115
553896405;facebook.com;1686880;27806;5;91922640;567292544;27806;1686880;4146269;20191215
586270105;facebook.com;1185445;23383;4;91278109;647271331;23383;1185445;2461403;20191115
619289747;facebook.com;1573059;31973;4;90963173;484175393;31973;1573059;2827282;20191015
616618776;facebook.com;1262379;36553;4;91959832;484859465;36553;1262379;2258626;20190915
609080564;facebook.com;2165924;68976;5;91224772;475647988;68976;2165924;3170599;20190815
632050864;facebook.com;7002128;84456;4;90117887;486068980;84456;7002128;9424422;20190715
626081841;facebook.com;3682581;164762;5;77873574;486927119;164762;3682581;8472995;20190615
649539128;facebook.com;1888549;37069;3;64267200;390296019;37069;1888549;2687357;20190515
653894106;facebook.com;962455;9876;3;63392699;394201050;9876;962455;1427600;20190415
643858467;facebook.com;9972777;14889;3;61569964;386100892;14889;9972777;4043477;20190315
633004889;facebook.com;3312902;9172;4;60280002;375109720;9172;3312902;2476134;20190215
632579307;facebook.com;5957081;6194;4;59781151;376552631;6194;5957081;3812526;20190115
631264842;facebook.com;3957202;17182;4;60030411;375697631;17182;3957202;3268645;20181215
623688709;facebook.com;713466;10729;4;60555701;371793176;10729;713466;1156842;20181115
647027819;facebook.com;434641;8713;4;61622174;390244779;8713;434641;1133841;20181015
348088910;facebook.com;354672;6491;7;61879535;268449483;6491;354672;770270;20180915
631905945;facebook.com;367664;3238;4;62679333;380790288;3238;367664;609219;20180815
640278499;facebook.com;225920;1501;3;64315297;387076105;1501;225920;342560;20180715
655194929;facebook.com;553387;3703;3;64477884;398563895;3703;553387;908562;20180615
644779680;facebook.com;16125904;1451;3;63510261;396669878;1451;16125904;5940151;20180515
641122158;facebook.com;15946963;429;3;63660239;387720308;429;15946963;5790923;20180415
669360128;facebook.com;43246;384;3;64480766;406087678;384;43246;97450;20180315
680972019;facebook.com;36905;443;4;71468538;422191769;443;36905;66329;20180215
649562698;facebook.com;33616;819;4;63496396;368737187;819;33616;34744;20180115
686942498;facebook.com;93196;1041;3;58981426;435998615;1041;93196;86250;20171215
731056981;facebook.com;2705577;17314;3;62730126;485878042;17314;2705577;2719371;20171115
749584049;facebook.com;0;0;3;63689584;506184061;0;0;0;20171015
753912787;facebook.com;268924;9996;3;64171567;501974651;9996;268924;469722;20170915
775805273;facebook.com;23256402;5870;3;65797726;532385100;5870;23256402;11222771;20170815
698369202;facebook.com;27928603;5657;3;59828715;445185983;5657;27928603;14796088;20170715
726452415;facebook.com;3454380;5025;3;60705259;471813472;5025;3454380;2269466;20170615
761229297;facebook.com;3385373;3617;3;63378802;498221478;3617;3385373;2539936;20170515
795112068;facebook.com;2858482;6448;3;64272485;537054842;6448;2858482;2283636;20170415
731329810;facebook.com;3397153;5725;3;64814168;481210408;5725;3397153;2468784;20170315
749809659;facebook.com;19690593;6168;3;66825409;498264564;6168;19690593;9128668;20170215
751058493;facebook.com;21780313;2905;3;67597667;504150237;2905;21780313;10387144;20170115
750280462;facebook.com;75710;7086;3;57294516;503129323;7086;75710;142892;20161215
631777843;facebook.com;29288;3660;3;41953988;431831654;3660;29288;48448;20161115
627421436;facebook.com;29980;10989;3;41885896;420732442;10989;29980;55138;20161015
621595026;facebook.com;37737;9930;3;43871489;416179176;9930;37737;98541;20160915
623425756;facebook.com;61063;12631;3;47395747;427706913;12631;61063;149363;20160815
625363258;facebook.com;55543;9446;3;48795888;415784432;9446;55543;90389;20160715
632337639;facebook.com;20573;9831;3;48649079;423848788;9831;20573;52357;20160615
630454291;facebook.com;29692;10857;3;48231023;422859537;10857;29692;71759;20160515
629333023;facebook.com;43013;14567;3;47588871;442355740;14567;43013;66197;20160415
603235263;facebook.com;32287;16847;3;46920987;400526116;16847;32287;66751;20160315
607886566;facebook.com;51240;21092;3;47456645;403827189;21092;51240;92480;20160215
616877562;facebook.com;63752;25676;3;48465374;411382582;25676;63752;98396;20160115
619730918;facebook.com;19610745;24930;3;54738661;411179972;24930;19610745;9888943;20151215
754451192;facebook.com;151632;23386;2;54917638;608020193;23386;151632;296790;20151115
768210157;facebook.com;55809;28581;2;55362110;616353721;28581;55809;109802;20151015
752806853;facebook.com;127740;11578;2;12468321;659137912;11578;127740;230619;20150915
754280229;facebook.com;88071;12771;2;12417461;664792544;12771;88071;149039;20150815
716837651;facebook.com;1652452;13486;2;12488874;581155366;13486;1652452;263291;20150715
699926434;facebook.com;275007;13917;2;12673550;515726060;13917;275007;299962;20150615
613202553;facebook.com;142842;12232;2;12038584;450697865;12232;142842;149285;20150515
612787009;facebook.com;96404;11862;2;12488721;475476692;11862;96404;97680;20150415
620829945;facebook.com;1935492;11674;2;13364258;499120714;11674;1935492;231848;20150315
